index,id,assembly_uid,assembly_accession,organism,url,file,md5
317,refseq-NZ-1286331-PRJNA203638-SAMN01894010-NZ_AOQD-.-Escherichia_coli_TOP382_2.fna,690618,GCF_000397265.1,Escherichia coli TOP382-2 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/397/265/GCF_000397265.1_Ec13_E1F2_TOP382-2_120714/GCF_000397265.1_Ec13_E1F2_TOP382-2_120714_genomic.fna.gz,GCF_000397265.1.fasta.gz,a058fa195a6855e539ab18b08d761052
318,refseq-NZ-1286332-PRJNA203638-SAMN01894011-NZ_AOQE-.-Escherichia_coli_TOP382_3.fna,690638,GCF_000397285.1,Escherichia coli TOP382-3 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/397/285/GCF_000397285.1_Ec13_E1F3_TOP382-3_120714/GCF_000397285.1_Ec13_E1F3_TOP382-3_120714_genomic.fna.gz,GCF_000397285.1.fasta.gz,75b5ba54be93f483f5390a0c827d98e0
319,refseq-NZ-1286350-PRJNA203638-SAMN01894029-NZ_AORA-.-Escherichia_coli_TOP2652.fna,690978,GCF_000397625.1,Escherichia coli TOP2652 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/397/625/GCF_000397625.1_Ec72_E3U1_TOP2652_120714/GCF_000397625.1_Ec72_E3U1_TOP2652_120714_genomic.fna.gz,GCF_000397625.1.fasta.gz,f3477f1cdcfad7834c14ea225d0103dc
320,refseq-NZ-1286354-PRJNA203638-SAMN01894033-NZ_AOQZ-.-Escherichia_coli_TOP2662_4.fna,691058,GCF_000397705.1,Escherichia coli TOP2662-4 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/397/705/GCF_000397705.1_Ec72_E3F4_TOP2662-4_120714/GCF_000397705.1_Ec72_E3F4_TOP2662-4_120714_genomic.fna.gz,GCF_000397705.1.fasta.gz,f1cb8b97ef074ea6dbd27b138fa1f9a2
321,refseq-NZ-1317130-PRJNA224116-SAMN02470149-NZ_ASHA-.-Escherichia_coli_O157_str._NCCP15739.fna,677818,GCF_000392555.1,Escherichia coli O157 str. NCCP15739 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/392/555/GCF_000392555.1_TG1203D3337/GCF_000392555.1_TG1203D3337_genomic.fna.gz,GCF_000392555.1.fasta.gz,ce956b69637610910a3a817d1504f2f8
322,refseq-NZ-1317131-PRJNA203395-SAMN02470150-NZ_ASHB-.-Escherichia_coli_O157_str._NCCP15738.fna,689018,GCF_000392575.1,Escherichia coli O157 str. NCCP15738 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/392/575/GCF_000392575.1_TG1203D3338/GCF_000392575.1_TG1203D3338_genomic.fna.gz,GCF_000392575.1.fasta.gz,f954cadbe1b652f49c42b805fa6f4e17
323,refseq-NZ-1322345-PRJNA207355-SAMN02471031-NZ_ASHD-.-Escherichia_coli_ATCC_25922.fna,713108,GCF_000401755.1,Escherichia coli ATCC 25922 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/401/755/GCF_000401755.1_Escherichia_coli_ATCC_25922/GCF_000401755.1_Escherichia_coli_ATCC_25922_genomic.fna.gz,GCF_000401755.1.fasta.gz,ec81293e7d4d0a093287343c11618008
324,refseq-NZ-1328440-PRJNA224116-SAMN02138638-GCF_000522245.1-.-Escherichia_coli_BIDMC_15.fna,93941,GCF_000522245.1,Escherichia coli BIDMC 15 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/522/245/GCF_000522245.1_Esch_coli_BIDMC_15_V2/GCF_000522245.1_Esch_coli_BIDMC_15_V2_genomic.fna.gz,GCF_000522245.1.fasta.gz,4804691fc1fc001bb540b2f017587160
325,refseq-NZ-1331062-PRJNA224116-SAMN02470023-GCF_000415485.1-.-Escherichia_coli_E2265.fna,39011,GCF_000415485.1,Escherichia coli E2265 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/415/485/GCF_000415485.1_E2265_1/GCF_000415485.1_E2265_1_genomic.fna.gz,GCF_000415485.1.fasta.gz,bdfb9184395d5cdf6104b35bac6d9311
326,refseq-NZ-1333596-PRJNA224116-SAMN02436900-GCF_000418615.1-.-Escherichia_coli_MC6002.fna,565281,GCF_000418615.2,Escherichia coli MC6002 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/418/615/GCF_000418615.2_E_coliMC6002-1.0/GCF_000418615.2_E_coliMC6002-1.0_genomic.fna.gz,GCF_000418615.2.fasta.gz,0f975ac51e1041fbe8c655de2b1c8151
327,refseq-NZ-1337385-PRJNA224773-SAMN02469991-NZ_ATKA-.-Escherichia_coli_SCD2.fna,71471,GCF_000482065.1,Escherichia coli SCD2 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/482/065/GCF_000482065.1_Escherichia_coli_SCD2/GCF_000482065.1_Escherichia_coli_SCD2_genomic.fna.gz,GCF_000482065.1.fasta.gz,3454b67f26b51d568d65378d689682e5
328,refseq-NZ-1387071-PRJNA224116-SAMN02317210-NZ_JJOK-.-Escherichia_coli_O157_H7_str._T1543_06.fna,212261,GCF_000747455.1,Escherichia coli O157:H7 str. T1543_06 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/747/455/GCF_000747455.1_O157_T154306_454/GCF_000747455.1_O157_T154306_454_genomic.fna.gz,GCF_000747455.1.fasta.gz,1d9374f1c3ea737aff60e4d66c91e586
329,refseq-NZ-1389416-PRJNA224116-SAMN02470234-NZ_AYOG-.-Escherichia_coli_LAU_EC5.fna,568811,GCF_000498875.2,Escherichia coli LAU-EC5 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/498/875/GCF_000498875.2_LAU-EC5/GCF_000498875.2_LAU-EC5_genomic.fna.gz,GCF_000498875.2.fasta.gz,b3599d44074ef4c90c016da226d1a095
330,refseq-NZ-1389419-PRJNA224116-SAMN02470235-NZ_AYNH-.-Escherichia_coli_LAU_EC8.fna,568961,GCF_000506585.2,Escherichia coli LAU-EC8 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/506/585/GCF_000506585.2_WGS_Escherichia_coli_EC8/GCF_000506585.2_WGS_Escherichia_coli_EC8_genomic.fna.gz,GCF_000506585.2.fasta.gz,62c642830f21cc517dd9f0a8852e38fe
331,refseq-NZ-1389420-PRJNA224116-SAMN02470239-NZ_AYNI-.-Escherichia_coli_LAU_EC9.fna,568921,GCF_000506485.2,Escherichia coli LAU-EC9 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/506/485/GCF_000506485.2_WGS_Escherichia_coli_EC9/GCF_000506485.2_WGS_Escherichia_coli_EC9_genomic.fna.gz,GCF_000506485.2.fasta.gz,2aec50312c8401daac8ee24782612e68
332,refseq-NZ-1389424-PRJNA224116-SAMN02470231-NZ_AYOO-.-Escherichia_coli_LAU_EC3.fna,568791,GCF_000498815.2,Escherichia coli LAU-EC3 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/498/815/GCF_000498815.2_EC3/GCF_000498815.2_EC3_genomic.fna.gz,GCF_000498815.2.fasta.gz,3c0ed7d05a0c751a4afedcabc1c4cf97
333,refseq-NZ-1392853-PRJNA224116-SAMN02335246-GCF_000471165.1-.-Escherichia_coli_M7.fna,65611,GCF_000471165.1,Escherichia coli M7 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/471/165/GCF_000471165.1_E_coliM7-1.0/GCF_000471165.1_E_coliM7-1.0_genomic.fna.gz,GCF_000471165.1.fasta.gz,3a2252875c4e32b9f1c3c9d47909ecd4
334,refseq-NZ-1392870-PRJNA224116-SAMN02335252-GCF_000471525.1-.-Escherichia_coli_K2.fna,65791,GCF_000471525.1,Escherichia coli K2 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/471/525/GCF_000471525.1_E_coliK2-1.0/GCF_000471525.1_E_coliK2-1.0_genomic.fna.gz,GCF_000471525.1.fasta.gz,db7b525ff547501ec708f536d1298b4d
335,refseq-NZ-1405294-PRJNA231613-SAMN02469308-NZ_AZCA-.-Escherichia_coli_ATCC_BAA_2215.fna,85891,GCF_000506845.1,Escherichia coli ATCC BAA-2215 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/506/845/GCF_000506845.1_Q459v3/GCF_000506845.1_Q459v3_genomic.fna.gz,GCF_000506845.1.fasta.gz,422be67a560610e99d0870bfa1118615
336,refseq-NZ-1411694-PRJNA224116-SAMN02471506-NZ_AYQH-.-Escherichia_coli_38.52.fna,84251,GCF_000503675.1,Escherichia coli 38.52 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/503/675/GCF_000503675.1_Ecoli38.52/GCF_000503675.1_Ecoli38.52_genomic.fna.gz,GCF_000503675.1.fasta.gz,53bb7c233654f70f7d7163ed258a59c0
337,refseq-NZ-1411696-PRJNA224116-SAMN02471497-NZ_AYQJ-.-Escherichia_coli_1350.fna,84271,GCF_000503715.1,Escherichia coli 1350 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/503/715/GCF_000503715.1_Ecoli1350/GCF_000503715.1_Ecoli1350_genomic.fna.gz,GCF_000503715.1.fasta.gz,0a41460aa6f8c774deda8bffb0843088
338,refseq-NZ-1412821-PRJNA224116-SAMN02471491-NZ_AYQR-.-Escherichia_coli_85B.fna,84121,GCF_000503415.1,Escherichia coli 85B (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/503/415/GCF_000503415.1_Ecoli85B/GCF_000503415.1_Ecoli85B_genomic.fna.gz,GCF_000503415.1.fasta.gz,5385369e44abf7bb2b688ee8bf3587e1
339,refseq-NZ-1412833-PRJNA224116-SAMN02471475-NZ_AYJZ-.-Escherichia_coli_FAH1.fna,88161,GCF_000511465.1,Escherichia coli FAH1 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/511/465/GCF_000511465.1_EcoliFAH1/GCF_000511465.1_EcoliFAH1_genomic.fna.gz,GCF_000511465.1.fasta.gz,75acbb361018575796ebd15b966e1ef4
340,refseq-NZ-1412834-PRJNA224116-SAMN03067748-GCF_000765435.1-.-Escherichia_coli_FAP1.fna,216481,GCF_000765435.1,Escherichia coli FAP1 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/765/435/GCF_000765435.1_ASM76543v1/GCF_000765435.1_ASM76543v1_genomic.fna.gz,GCF_000765435.1.fasta.gz,015f837a34d85974e6293e654e215275
342,refseq-NZ-1438673-PRJNA224116-SAMN02581286-GCF_000692475.1-.-Escherichia_coli_BIDMC_65.fna,179271,GCF_000692475.1,Escherichia coli BIDMC 65 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/692/475/GCF_000692475.1_Esch_coli_BIDMC_65_V1/GCF_000692475.1_Esch_coli_BIDMC_65_V1_genomic.fna.gz,GCF_000692475.1.fasta.gz,bb4d70811168baa9ccd997369e91dccb
343,refseq-NZ-1438681-PRJNA224116-SAMN02581298-GCF_000692635.1-.-Escherichia_coli_BIDMC_77.fna,179351,GCF_000692635.1,Escherichia coli BIDMC 77 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/692/635/GCF_000692635.1_Esch_coli_BIDMC_77_V1/GCF_000692635.1_Esch_coli_BIDMC_77_V1_genomic.fna.gz,GCF_000692635.1.fasta.gz,ee877650f71258f037c8da302f8b3b13
344,refseq-NZ-1438682-PRJNA224116-SAMN02581299-GCF_000692655.1-.-Escherichia_coli_BIDMC_78.fna,179361,GCF_000692655.1,Escherichia coli BIDMC 78 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/692/655/GCF_000692655.1_Esch_coli_BIDMC_78_V1/GCF_000692655.1_Esch_coli_BIDMC_78_V1_genomic.fna.gz,GCF_000692655.1.fasta.gz,0d8f6cabc51e5c3c1fda2bff66bca158
345,refseq-NZ-1438683-PRJNA224116-SAMN02581300-GCF_000692675.1-.-Escherichia_coli_BIDMC_79.fna,179371,GCF_000692675.1,Escherichia coli BIDMC 79 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/692/675/GCF_000692675.1_Esch_coli_BIDMC_79_V1/GCF_000692675.1_Esch_coli_BIDMC_79_V1_genomic.fna.gz,GCF_000692675.1.fasta.gz,7dff309f3a8fe06020d2fb5b76e9d0f5
346,refseq-NZ-1438686-PRJNA224116-SAMN02581379-GCF_000692735.1-.-Escherichia_coli_CHS_77.fna,179401,GCF_000692735.1,Escherichia coli CHS 77 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/692/735/GCF_000692735.1_Esch_coli_CHS_77_V1/GCF_000692735.1_Esch_coli_CHS_77_V1_genomic.fna.gz,GCF_000692735.1.fasta.gz,ac14df17eed0dc88570ae6faf2f9249a
347,refseq-NZ-1438695-PRJNA224116-SAMN02581271-GCF_000692875.1-.-Escherichia_coli_UCI_65.fna,179471,GCF_000692875.1,Escherichia coli UCI 65 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/692/875/GCF_000692875.1_Esch_coli_UCI_65_V1/GCF_000692875.1_Esch_coli_UCI_65_V1_genomic.fna.gz,GCF_000692875.1.fasta.gz,2348d6bd031e9b29b334a69bb7b278d8
348,refseq-NZ-1444048-PRJNA224116-SAMN02687533-NZ_JORZ-.-Escherichia_coli_8_415_05_S1_C1.fna,189931,GCF_000713425.1,Escherichia coli 8-415-05_S1_C1 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/713/425/GCF_000713425.1_ASM71342v1/GCF_000713425.1_ASM71342v1_genomic.fna.gz,GCF_000713425.1.fasta.gz,ad50e25b5409f13a60e75486c961a2dc
349,refseq-NZ-1444055-PRJNA224116-SAMN02680192-NZ_JNRU-.-Escherichia_coli_3_073_06_S1_C1.fna,185581,GCF_000704845.1,Escherichia coli 3-073-06_S1_C1 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/704/845/GCF_000704845.1_ASM70484v1/GCF_000704845.1_ASM70484v1_genomic.fna.gz,GCF_000704845.1.fasta.gz,dfb8df90a7f40730deab90bc11a63883
350,refseq-NZ-1444088-PRJNA224116-SAMN02680215-NZ_JOQF-.-Escherichia_coli_4_203_08_S1_C2.fna,190191,GCF_000713945.1,Escherichia coli 4-203-08_S1_C2 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/713/945/GCF_000713945.1_ASM71394v1/GCF_000713945.1_ASM71394v1_genomic.fna.gz,GCF_000713945.1.fasta.gz,96291bc285bd158fe998b106cb0bd236
351,refseq-NZ-1444108-PRJNA224116-SAMN02687535-NZ_JNRQ-.-Escherichia_coli_3_020_07_S1_C3.fna,185541,GCF_000704765.1,Escherichia coli 3-020-07_S1_C3 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/704/765/GCF_000704765.1_ASM70476v1/GCF_000704765.1_ASM70476v1_genomic.fna.gz,GCF_000704765.1.fasta.gz,4a09f70e3653bbdd2555cefbf1ca5979
352,refseq-NZ-1444121-PRJNA224116-SAMN02687494-NZ_JNPI-.-Escherichia_coli_2_177_06_S3_C1.fna,184981,GCF_000703645.1,Escherichia coli 2-177-06_S3_C1 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/703/645/GCF_000703645.1_ASM70364v1/GCF_000703645.1_ASM70364v1_genomic.fna.gz,GCF_000703645.1.fasta.gz,551cfd79190f2ebc29d4416c0db4c7e6
353,refseq-NZ-1444127-PRJNA224116-SAMN02680249-NZ_JNRH-.-Escherichia_coli_2_474_04_S3_C1.fna,185451,GCF_000704585.1,Escherichia coli 2-474-04_S3_C1 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/704/585/GCF_000704585.1_ASM70458v1/GCF_000704585.1_ASM70458v1_genomic.fna.gz,GCF_000704585.1.fasta.gz,a9089a7b6af1435ff44e760065c3a365
354,refseq-NZ-1444128-PRJNA224116-SAMN02687513-NZ_JOQQ-.-Escherichia_coli_5_172_05_S3_C1.fna,190311,GCF_000714175.1,Escherichia coli 5-172-05_S3_C1 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/714/175/GCF_000714175.1_ASM71417v1/GCF_000714175.1_ASM71417v1_genomic.fna.gz,GCF_000714175.1.fasta.gz,7a6b6073a6561fbbe4fd1f69cd1a8100
355,refseq-NZ-1444129-PRJNA224116-SAMN02680196-NZ_JOQY-.-Escherichia_coli_5_366_08_S3_C1.fna,190381,GCF_000714335.1,Escherichia coli 5-366-08_S3_C1 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/714/335/GCF_000714335.1_ASM71433v1/GCF_000714335.1_ASM71433v1_genomic.fna.gz,GCF_000714335.1.fasta.gz,33448268fefa9ad10551b3d9ccd06fe0
356,refseq-NZ-1444134-PRJNA224116-SAMN02687483-NZ_JJLV-.-Escherichia_coli_1_182_04_S3_C1.fna,144501,GCF_000627965.1,Escherichia coli 1-182-04_S3_C1 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/627/965/GCF_000627965.1_ASM62796v1/GCF_000627965.1_ASM62796v1_genomic.fna.gz,GCF_000627965.1.fasta.gz,a8096b7f8213b4759ae1f316ba1dfb15
357,refseq-NZ-1444135-PRJNA224116-SAMN02680253-NZ_JJLU-.-Escherichia_coli_1_250_04_S3_C1.fna,144241,GCF_000627435.1,Escherichia coli 1-250-04_S3_C1 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/627/435/GCF_000627435.1_ASM62743v1/GCF_000627435.1_ASM62743v1_genomic.fna.gz,GCF_000627435.1.fasta.gz,2dd02cfda9c872b9c8b16282f2b676b5
358,refseq-NZ-1444147-PRJNA224116-SAMN02680137-NZ_JMGT-.-Escherichia_coli_2_005_03_S3_C2.fna,176561,GCF_000687105.1,Escherichia coli 2-005-03_S3_C2 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/687/105/GCF_000687105.1_ASM68710v1/GCF_000687105.1_ASM68710v1_genomic.fna.gz,GCF_000687105.1.fasta.gz,a2b2a439f1806f0b5d4980b78056da07
359,refseq-NZ-1444154-PRJNA224116-SAMN02680157-NZ_JNQQ-.-Escherichia_coli_2_316_03_S3_C2.fna,185191,GCF_000704065.1,Escherichia coli 2-316-03_S3_C2 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/704/065/GCF_000704065.1_ASM70406v1/GCF_000704065.1_ASM70406v1_genomic.fna.gz,GCF_000704065.1.fasta.gz,f889473827b1cb41efbbd34ef4b28211
360,refseq-NZ-1444163-PRJNA224116-SAMN02689029-NZ_JOSR-.-Escherichia_coli_1_250_04_S3_C2.fna,190121,GCF_000713815.1,Escherichia coli 1-250-04_S3_C2 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/713/815/GCF_000713815.1_ASM71381v1/GCF_000713815.1_ASM71381v1_genomic.fna.gz,GCF_000713815.1.fasta.gz,edbc39d937939aab4067a94a92f9b62a
361,refseq-NZ-1444165-PRJNA224116-SAMN02689044-GCF_000711515.1-.-Escherichia_coli_3_020_07_S3_C2.fna,188881,GCF_000711515.1,Escherichia coli 3-020-07_S3_C2 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/711/515/GCF_000711515.1_ASM71151v1/GCF_000711515.1_ASM71151v1_genomic.fna.gz,GCF_000711515.1.fasta.gz,2aa849404ffaa175aef6e12c6006820d
362,refseq-NZ-1444186-PRJNA224116-SAMN02687514-NZ_JOQO-.-Escherichia_coli_5_172_05_S3_C3.fna,190281,GCF_000714135.1,Escherichia coli 5-172-05_S3_C3 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/714/135/GCF_000714135.1_ASM71413v1/GCF_000714135.1_ASM71413v1_genomic.fna.gz,GCF_000714135.1.fasta.gz,75ac9934cf42322a1d337620583d45e0
363,refseq-NZ-1444190-PRJNA224116-SAMN02680172-NZ_JHDL-.-Escherichia_coli_1_110_08_S3_C3.fna,133131,GCF_000601335.1,Escherichia coli 1-110-08_S3_C3 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/601/335/GCF_000601335.1_ASM60133v1/GCF_000601335.1_ASM60133v1_genomic.fna.gz,GCF_000601335.1.fasta.gz,8aa9d76b544730b39780e47efe9f02b6
364,refseq-NZ-1444194-PRJNA224116-SAMN02680147-NZ_JNMH-.-Escherichia_coli_3_373_03_S3_C3.fna,183301,GCF_000700245.1,Escherichia coli 3-373-03_S3_C3 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/700/245/GCF_000700245.1_ASM70024v1/GCF_000700245.1_ASM70024v1_genomic.fna.gz,GCF_000700245.1.fasta.gz,068b9f2a03be898e070e7494e5bab486
365,refseq-NZ-1444196-PRJNA224116-SAMN02680207-NZ_JOQH-.-Escherichia_coli_4_203_08_S3_C3.fna,190211,GCF_000713985.1,Escherichia coli 4-203-08_S3_C3 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/713/985/GCF_000713985.1_ASM71398v1/GCF_000713985.1_ASM71398v1_genomic.fna.gz,GCF_000713985.1.fasta.gz,20e9997dc09cd3b3f77aaf664660c042
366,refseq-NZ-1444209-PRJNA224116-SAMN02689043-NZ_JONA-.-Escherichia_coli_2_460_02_S4_C1.fna,188911,GCF_000711565.1,Escherichia coli 2-460-02_S4_C1 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/711/565/GCF_000711565.1_ASM71156v1/GCF_000711565.1_ASM71156v1_genomic.fna.gz,GCF_000711565.1.fasta.gz,21c170586cf8d0991088ebecbdd74d11
367,refseq-NZ-1444215-PRJNA224116-SAMN02680218-NZ_JHDK-.-Escherichia_coli_1_110_08_S4_C1.fna,133141,GCF_000601355.1,Escherichia coli 1-110-08_S4_C1 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/601/355/GCF_000601355.1_ASM60135v1/GCF_000601355.1_ASM60135v1_genomic.fna.gz,GCF_000601355.1.fasta.gz,376efeb4f83caff9658186f27a66ae6a
368,refseq-NZ-1444216-PRJNA224116-SAMN02687502-NZ_JJLQ-.-Escherichia_coli_1_176_05_S4_C1.fna,144181,GCF_000627315.1,Escherichia coli 1-176-05_S4_C1 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/627/315/GCF_000627315.1_ASM62731v1/GCF_000627315.1_ASM62731v1_genomic.fna.gz,GCF_000627315.1.fasta.gz,7caeb995cfcb63e16136f4778f187e1f
369,refseq-NZ-1444224-PRJNA224116-SAMN02680173-NZ_JNMW-.-Escherichia_coli_3_373_03_S4_C1.fna,183511,GCF_000700665.1,Escherichia coli 3-373-03_S4_C1 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/700/665/GCF_000700665.1_ASM70066v1/GCF_000700665.1_ASM70066v1_genomic.fna.gz,GCF_000700665.1.fasta.gz,90250c7c87660688db860eea21563bab
370,refseq-NZ-1444236-PRJNA224116-SAMN02680145-NZ_JNRA-.-Escherichia_coli_2_427_07_S4_C2.fna,185381,GCF_000704445.1,Escherichia coli 2-427-07_S4_C2 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/704/445/GCF_000704445.1_ASM70444v1/GCF_000704445.1_ASM70444v1_genomic.fna.gz,GCF_000704445.1.fasta.gz,f878934a885c70bcb41d72e7235f4686
371,refseq-NZ-1444240-PRJNA224116-SAMN02680208-NZ_JOQM-.-Escherichia_coli_5_366_08_S4_C2.fna,190271,GCF_000714095.1,Escherichia coli 5-366-08_S4_C2 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/714/095/GCF_000714095.1_ASM71409v1/GCF_000714095.1_ASM71409v1_genomic.fna.gz,GCF_000714095.1.fasta.gz,56b2ba03074adf7799f67093ddbb8466
372,refseq-NZ-1444258-PRJNA224116-SAMN02687493-NZ_JJLJ-.-Escherichia_coli_2_005_03_S4_C3.fna,144061,GCF_000627075.1,Escherichia coli 2-005-03_S4_C3 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/627/075/GCF_000627075.1_ASM62707v1/GCF_000627075.1_ASM62707v1_genomic.fna.gz,GCF_000627075.1.fasta.gz,0debb906fbd1e27f30c92fc3ed3fa538
373,refseq-NZ-1444265-PRJNA224116-SAMN02680150-NZ_JNQU-.-Escherichia_coli_2_316_03_S4_C3.fna,185331,GCF_000704345.1,Escherichia coli 2-316-03_S4_C3 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/704/345/GCF_000704345.1_ASM70434v1/GCF_000704345.1_ASM70434v1_genomic.fna.gz,GCF_000704345.1.fasta.gz,9e2de973f9759e1a3312c42f98ca9b1e
374,refseq-NZ-1444267-PRJNA224116-SAMN02687536-NZ_JNRF-.-Escherichia_coli_2_460_02_S4_C3.fna,185431,GCF_000704545.1,Escherichia coli 2-460-02_S4_C3 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/704/545/GCF_000704545.1_ASM70454v1/GCF_000704545.1_ASM70454v1_genomic.fna.gz,GCF_000704545.1.fasta.gz,43babaadfdf05bdfa0053e9bd46b408f
375,refseq-NZ-1444282-PRJNA224116-SAMN02687481-NZ_JORJ-.-Escherichia_coli_6_319_05_S4_C3.fna,189791,GCF_000713115.1,Escherichia coli 6-319-05_S4_C3 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/713/115/GCF_000713115.1_ASM71311v1/GCF_000713115.1_ASM71311v1_genomic.fna.gz,GCF_000713115.1.fasta.gz,acd0524a0e96aae28dd516f9c2265dfe
376,refseq-NZ-1446498-PRJNA224116-SAMN02353073-NZ_JHJS-.-Escherichia_coli_O111_H8_str._F6627.fna,140081,GCF_000618125.1,Escherichia coli O111:H8 str. F6627 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/618/125/GCF_000618125.1_EcF6627/GCF_000618125.1_EcF6627_genomic.fna.gz,GCF_000618125.1.fasta.gz,cb6cab031805dda64d232a63da55ffbf
377,refseq-NZ-1446515-PRJNA224116-SAMN02352924-NZ_JHKU-.-Escherichia_coli_O111_NM_str._08_4487.fna,570231,GCF_000616685.2,Escherichia coli O111:NM str. 08-4487 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/616/685/GCF_000616685.2_Ec08-4487/GCF_000616685.2_Ec08-4487_genomic.fna.gz,GCF_000616685.2.fasta.gz,4d2d3b808ba4be40a3e6aa57a0e62ff2
378,refseq-NZ-1446516-PRJNA224116-SAMN02352940-NZ_JHGU-.-Escherichia_coli_O111_NM_str._2009C_4006.fna,570761,GCF_000619225.2,Escherichia coli O111:NM str. 2009C-4006 (E. coli),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/619/225/GCF_000619225.2_Ec2009C-4006/GCF_000619225.2_Ec2009C-4006_genomic.fna.gz,GCF_000619225.2.fasta.gz,7f86322cffbb9968217c81245cf7a686
